,page,nick,area,ip,time,content,agree,usertype
192,20,sadasusual,英国英格兰,31.205.73.115,2018-08-09 09:43:35,我是刚来的 请问是直接笑吗[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻],1,wb
193,20,先思昱,贵州毕节,58.42.172.185,2018-08-09 09:41:08,房价这么高不怪 但是怪起年轻人了 厉害厉害,2,wb
194,20,丶这茶那茶,广东佛山,113.70.61.198,2018-08-09 09:15:40,还真对不起哦[二哈],0,wb
195,20,Super大佩佩,贵州贵阳,222.85.144.10,2018-08-09 09:13:40,哪个年轻人不靠借贷生活！谁不欠银行上百万房贷！！！不借贷买不起啊！！！怎么不去谴责一下那些让年轻人负债累累失去梦想的恶势力！！！,0,wb
196,20,睡一夜就馊星人,江苏南京,58.212.96.199,2018-08-09 09:10:40,哈哈，昨天扬州媒体鼓吹幼儿园“减负”，嘿，真没想到，一大堆家长赞同……果然人和人不一样啊……,0,wb
197,20,李鸡肋,广东广州,119.34.206.33,2018-08-09 09:04:20,老是写这些无脑文章怕是故意找骂吧,0,wb
198,20,SKY-蓝天,广东广州,119.130.120.47,2018-08-09 09:03:44,还要脸不？,1,wb
199,20,Max的旧货店,安徽合肥,36.60.129.107,2018-08-09 09:01:16,真是恶心,0,wb
200,22,Days-Rain雨,湖北武汉,113.57.247.177,2018-08-09 08:28:33,好像是FT写的文章，不过数据是中国给的,0,wb
201,22,福福烧糊了,广西河池,113.17.178.15,2018-08-09 08:19:58,[二哈][二哈][二哈][二哈]让一让让一让，锅来了我来接了,1,wb
202,22,客官今天不接客哟,江苏无锡,122.97.253.2,2018-08-09 08:18:00,……年轻人真年轻,0,wb
203,22,村正叔,湖北武汉,119.103.235.175,2018-08-09 08:17:49,神经病,0,wb
204,22,原来是你啊少天,河北保定,183.199.20.121,2018-08-09 08:16:58,我就日了喵了个咪的，是我让房价这么高的？,0,wb
205,22,S郑斧S,江西上饶,218.64.175.136,2018-08-09 08:12:46,这么水生火热的时候老一辈还不忘去北戴河读个假呢[→_→],1,pc
206,22,LonelyButFreedom,陕西西安,221.11.61.97,2018-08-09 07:59:49,星巴克自拍？喜茶都看不上了，还星巴克呢,0,wb
207,22,释慧舜,山东青岛,39.88.111.64,2018-08-09 07:56:39,中国年轻人真厉害！,1,wb
208,22,lr细腰蚂蚁,北京,210.12.222.186,2018-08-09 07:55:22,作为官微，这么说，好吗？,0,wb
209,22,TreyOTW,广东深圳,117.136.40.254,2018-08-09 07:52:35,原文里还好啊……只是说借贷时需要核查资质避免欠款还不上。没说新一代不应该消费啊。,1,wb
210,23,helloying今天变帅变瘦了麽,浙江,223.104.247.84,2018-08-09 07:49:49,论一根小韭菜的自我修养,4,wb
211,23,下一站預見妳,江苏连云港,36.149.169.11,2018-08-09 07:44:01,你过来说，你看我这年轻人打不打死你，我身边的90后，只有一个借过p2p，虽说喜欢去星巴克，喜欢苹果，但是自己赚的钱，自己为什么不能花,0,wb
212,23,吃芒果小能手么么哒,北京,222.130.136.234,2018-08-09 07:40:02,ojbk,0,wb
213,23,叫我白木好了,云南曲靖,180.130.2.95,2018-08-09 07:37:24,还想让我贷款买房噢,0,wb
214,23,白草堂,河南驻马店,223.89.128.52,2018-08-09 07:27:44,年轻人不背锅,2,wb
215,23,用户6525940293,江苏南京,49.90.86.218,2018-08-09 07:26:04,贷款买房你怎么说？[二哈][二哈],2,wb
216,23,为什么要开网店,辽宁铁岭,59.44.235.75,2018-08-09 07:23:40,我们在高额贷款利息下 能活着就不错了,2,wb
217,23,张儁乂,广东广州,117.136.32.92,2018-08-09 07:12:42,你家庭杠杆加到几多？,0,wb
218,23,用户6618549650,江苏无锡,49.66.22.166,2018-08-09 06:54:49,胡说八道,0,pc
219,23,不一般的杜,北京,117.136.0.149,2018-08-09 06:21:10,别操心了，早睡早起吧,0,wb
220,24,icecream1013,北京,221.220.138.231,2018-08-09 06:16:39,人在家中躺，锅从天上来😂,1,wb
221,24,佐佐木伊之助,山东济宁,39.68.204.68,2018-08-09 06:12:08,？年轻人得罪谁了？@瞄头打爆蛋  @举头三尺有神麟  @v白白的黑子,0,wb
222,24,上善若水9220,北京,219.232.34.181,2018-08-09 06:11:01,不好意思，上次我睡着了，没回复你的信息。祝你在上海一切顺利.下次来北京了，要挤点时间[二哈][笑cry],2,wb
223,24,蝴蝶_喵喵喵,四川成都,182.149.207.209,2018-08-09 05:50:26,新周刊好刚！,0,wb
224,24,Sugarpppppp,江苏泰州,223.107.205.28,2018-08-09 05:32:10,emmmm我是那种yolo族，人应该享受人生，即使需要承担风险。就是鼓励人们不怕冒险，想做什么就做什么，享受人生，因为只会活一次。,0,wb
225,24,你有事吗0,四川成都,171.214.210.13,2018-08-09 05:08:40,我可真谢谢您了......还是头一回听说这么荒谬的理论,1,wb
226,24,hksyf,江苏无锡,49.66.119.213,2018-08-09 03:50:33,心情复杂,0,wb
227,24,郭郭郭ry,瑞士,213.55.184.155,2018-08-09 03:06:53,哇 什么鬼，滚喔[太开心][太开心][太开心]～,2,wb
228,24,脑袋有一个大猫,辽宁大连,123.185.207.214,2018-08-09 02:38:09,不经意间  又背锅了？,1,wb
229,24,熊猫麒,北京,123.119.206.60,2018-08-09 02:25:43,我也下定决心走了…,3,wb
230,25,芝士就是战斗力,山东潍坊,223.78.240.114,2018-08-09 02:21:44,不贷款几个年轻人买得起房？[微笑][微笑][微笑],3,wb
231,25,Jhch2016,辽宁大连,175.190.24.15,2018-08-09 02:14:22,顶一个,1,wb
232,25,爱情公寓字幕组,广东深圳,101.233.159.58,2018-08-09 02:10:30,基本的阅读理解能力都没有[允悲],0,wb
233,25,小愚大王,北京海淀,115.183.82.65,2018-08-09 02:08:02,这段话是《知识大迁移》里的,0,wb
234,25,木頭Ricky,辽宁锦州,113.228.170.104,2018-08-09 02:05:18,老罗没说,0,wb
235,25,小法师罗宁,广东广州,113.108.136.98,2018-08-09 02:02:57,……,0,wb
236,25,一个洋芋粑粑,云南昆明,14.204.0.28,2018-08-09 01:57:11,很多人没有看文章的内容吧？韩国其实出现过这种问题的。,0,wb
237,25,陪都佟满,重庆,106.91.161.25,2018-08-09 01:28:33,我有三套房 依旧不开心 [微笑],2,wb
238,25,闷呻大发财,江苏南通,223.104.146.107,2018-08-09 01:11:50,这哥们给九零后智商丢脸了,0,wb
239,25,缺省,陕西西安,1.86.246.111,2018-08-09 01:09:09,这傻孩子…按其逻辑，在同代人里，他算是基因突变么？,0,wb
240,26,加利福尼亚啊,山东济南,113.127.18.80,2018-08-09 00:55:37,伤感。,0,wb
241,26,青梅煮酒小丸子,内蒙古包头,60.31.74.55,2018-08-09 00:54:16,老罗也说了，人与人之间最大的不平等是智商的不平等。阅读理解能力差的人大多低智商[哈哈]就像这个土豆压根没看懂教官说的什么意思,0,wb
242,26,青梅煮酒小丸子,内蒙古包头,60.31.74.55,2018-08-09 00:52:54,:老罗也说了，人与人之间最大的不平等是智商的不平等。阅读理解能力差的人大多低智商[哈哈],0,wb
243,26,旧巴士,北京,114.240.130.206,2018-08-09 00:50:33,为什么会看乐……,0,wb
244,26,许多年s,北京,221.219.140.73,2018-08-09 00:48:50,哈哈哈哈哈哈哈哈哈,0,wb
245,26,曦和大官人,广东深圳,111.221.136.34,2018-08-09 00:39:12,特别05年开始，每年还有过500万的大学生输出,0,wb
246,26,赵阿泽好好努力,山西,117.136.90.6,2018-08-09 00:38:56,网络暴力真可怕，随便喷的人恐怕都没点开底下的链接。文章指出的放贷款的乱象。,1,wb
247,26,太极神仙鱼,北京,1.203.67.4,2018-08-09 00:31:26,晃点用的好啊，很无厘头！星爷的风格！[坏笑],0,wb
248,26,捡了芝麻13,陕西西安,111.19.92.182,2018-08-09 00:24:40,说好的要振兴消费，我们年轻人赚的少还使劲花信用卡给国家做贡献。,0,wb
249,26,Please_murder_me,美国康乃狄克州,73.123.89.134,2018-08-09 00:24:39,你们编辑部还缺人吗？我也想来！,0,wb
250,27,手机用户3022759765,四川成都,117.176.218.125,2018-08-09 00:24:02,我们都是老年人了,0,wb
251,27,论存高,福建,117.136.75.96,2018-08-09 00:16:23,啊～是本宝宝,0,wb
252,27,苏苏WeirdSue,上海,112.64.68.31,2018-08-09 00:12:39,这我只能评论，反正我的钱自己挣得这些东西我用的问心无愧怎么的吧,0,wb
253,27,Jessi大小姐第二版,湖北武汉,27.17.183.51,2018-08-09 00:12:33,一口大黑锅,0,wb
254,27,_颜十七,吉林,139.214.246.192,2018-08-09 00:04:39,我可以理解为买房可耻么？,0,wb
255,27,木木庄木庄,河南南阳,219.154.183.235,2018-08-09 00:00:44,我只贷款买过房[怒],0,wb
256,27,0鸟鸟0,浙江杭州,115.196.3.36,2018-08-08 23:55:53,房贷呢？,0,wb
257,27,仇未离,广西南宁,180.143.220.224,2018-08-08 23:46:58,买房干嘛？背负着几十万上百万的债就为了一个贷款的房子，一辈子成为房奴，别说星巴克了，连一瓶水都买不起。一辈子都不能享受，都活在房贷的阴影中。可笑，我不结婚不生子，我养好自己和父母就行了,1,wb
258,27,开位master-孔明休假中,北京,123.113.102.16,2018-08-08 23:45:38,别说了，心累[摊手],0,wb
259,27,TroubleIm,上海徐汇,101.244.103.201,2018-08-08 23:43:03,？？？,0,wb
260,28,fossildim,江苏南京,49.74.42.163,2018-08-08 23:35:30,笑死了,0,wb
261,28,尤物少女kiko,广东广州,61.242.59.38,2018-08-08 23:25:32,我一天到晚，手机十几条信息，中信，浦发，建行，各大银行给我发信息要我开信用卡。现在物价这么高，工资够吃住，还攒钱，攒个十年八年还不够你一个星期楼价涨得快，活在当下就是这么来的，既然都买不起，那还不如旅游喝咖啡[二哈],7,wb
262,28,囧囧小宅女,江苏苏州,117.81.103.135,2018-08-08 23:25:30,如果不买房又不生孩子，过得不要太潇洒,1,wb
263,28,zmz5110,浙江杭州,115.204.159.144,2018-08-08 23:22:23,写这个文章的人甚至不明白为什么最近p2p暴雷,1,wb
264,28,黑猫警长是黑的_,浙江杭州,115.196.142.194,2018-08-08 23:21:45,又要割韭菜了么[吃瓜],0,wb
265,28,洢水湖畔的栋哥,浙江湖州,183.248.44.240,2018-08-08 23:21:41,具体参考美国垮掉的一代，当初被喷多惨。美国被拖垮了么？,0,wb
266,28,HarckLord,河南开封,61.158.149.235,2018-08-08 23:21:07,你们怎么不说，是什么人在借贷给年轻人呢。不就是你们这些长辈吗？,1,wb
267,28,丶毒性,山东青岛,112.224.67.235,2018-08-08 23:20:49,我就是00后 我认识的00后是什么样子 我们是学音乐的 基本都开始领工资 我们也在上大学 我们12岁就从父母身边离开 早早独立,0,wb
268,28,红鳉鱼鱼鱼,贵州,223.104.97.74,2018-08-08 23:17:30,什么都是他们说的[二哈],0,wb
269,28,柴狗飞菊,广东广州,219.137.52.79,2018-08-08 22:51:14,我也是…………每天都想跳楼。然而我妈还说，有什么过不去的？听了更想就地自杀,2,wb
270,29,lueluelueeee,湖南长沙,175.0.171.117,2018-08-08 22:46:39,拒绝被代表,0,wb
271,29,你大概是帕金森吧_2333hehe,广东深圳,113.89.238.204,2018-08-08 22:45:34,呱唧呱唧,0,wb
272,29,wmh997,广东广州,221.177.253.26,2018-08-08 22:35:01,好严肃的笑话,0,wb
273,29,一颗甜菜呀Issing,辽宁沈阳,182.200.77.92,2018-08-08 22:32:53,庞大的债务33万亿 买手机可欠不了这么多钱，请问敢说一下你家房款全付清了吗？,4,wb
274,29,股林苍狼,江西宜春,182.111.70.232,2018-08-08 22:30:46,才知道。中国的未来一进校园就完了,4,wb
275,29,岁月静好w5y,山东烟台,182.42.76.96,2018-08-08 22:30:34,你们年轻人不朝气蓬勃，好像傍晚四五点钟的太阳，希望寄托在六七十岁的农夫身上,4,wb
276,29,王小狒的小号,四川成都,171.223.100.253,2018-08-08 22:29:19,呵呵[微笑]明天就去喝星巴克,1,wb
277,29,蘑菇每日三省菇身,河北保定,27.187.168.146,2018-08-08 22:29:16,我就不买星巴克，不买包，也没时间旅游。[允悲],0,wb
278,29,蚊子maluca,北京,117.100.43.101,2018-08-08 22:26:59,年轻人很佛系的回答：你们中老年人说什么都对！你们高兴就好[允悲],1,wb
279,29,Linjar陈大头,河南郑州,123.14.154.134,2018-08-08 22:23:21,不是因为房贷？,1,wb
280,31,古风陈韵,陕西西安,123.139.100.97,2018-08-08 21:35:22,呵呵呵……还没到年龄吧！,0,wb
281,31,梅婼千然,山东聊城,119.178.60.160,2018-08-08 21:33:24,让你自己挖坑自己跳，挖的越深埋的越瓷实[吃瓜],1,wb
282,31,S阿洁编不出来瞎话,上海,223.104.210.148,2018-08-08 21:33:23,哈哈哈哈哈哈哈,0,wb
283,31,心在飞翔的家,福建福州,111.145.13.9,2018-08-08 21:32:35,不把学校社保医疗绑在房子上，房子还有多大的价值呢？,1,wb
284,31,温州大甜心_,浙江,112.17.238.124,2018-08-08 21:28:36,Emmmm其实 中年人也在借贷,0,wb
285,31,旺旺旺甜甜,河南郑州,221.15.250.125,2018-08-08 21:26:19,我们这届年轻人真的好倒霉,0,wb
286,31,St亓_还得再咸个一年_曜零,江苏徐州,117.87.73.51,2018-08-08 21:22:44,我甚至不知道举报时选不实信息还是人身攻击[并不简单][并不简单][并不简单][并不简单][并不简单],0,wb
287,31,天空与风先生,广东深圳,218.17.111.90,2018-08-08 21:22:07,你问问我们这样借贷的人渣是不是不用生二胎,2,wb
288,31,聂公子_,山东泰安,223.96.152.34,2018-08-08 21:21:52,刚才的热评第一直接被销号了？[衰],3,wb
289,31,奕瑾好想养只喵,新加坡,116.87.210.96,2018-08-08 21:19:59,真的！好大一口锅[喵喵],0,wb
290,32,霹雳狂刀01,河南漯河,125.44.64.77,2018-08-08 21:18:40,我算中年人了，这锅不用背[中国赞],0,wb
291,32,JK_米,陕西西安,113.200.107.83,2018-08-08 21:18:23,买不起房这不多的钱留着还不能让人改善一下生活了[允悲],1,wb
292,32,山谷里g,山西太原,1.71.65.139,2018-08-08 21:03:23,我也有房贷，好难为情啊[偷笑],0,wb
293,32,稳住-莫慌,河南开封,61.158.149.152,2018-08-08 20:58:56,对不起,16,wb
294,32,猫亲近的人,美国俄亥俄州,104.231.148.223,2018-08-08 20:53:56,地方债才是真的活在当下的最大问题,3,wb
295,32,符力上,广东广州,183.40.224.47,2018-08-08 20:50:06,在年轻人找到原因前先打一顿，打乖咯,1,wb
296,32,好好透虚的Tesla,湖南岳阳,124.229.47.249,2018-08-08 20:49:32,韭菜不好好伸脖子就是错[doge],3,wb
297,32,一只辣鸡求转运,山西大同,183.200.186.130,2018-08-08 20:48:07,大声bb,0,wb
298,32,老古珉,湖南长沙,118.250.174.85,2018-08-08 20:47:01,值得商榷！,0,wb
299,32,王语嫣同款,江西南昌,182.97.221.134,2018-08-08 20:47:00,年轻时确实应该借贷花钱。,1,wb
300,33,st小蕾,青海,43.242.180.53,2018-08-08 20:35:27,脸呢,0,wb
301,33,骨GuHRui灰,江苏徐州,49.95.190.117,2018-08-08 20:35:22,还行吧，当年我们80后还被称为最废物的一代。那可真的无奈。,3,wb
302,33,IndigoMRZ,北京,114.252.79.229,2018-08-08 20:22:32,呵呵哒[微笑][微笑][微笑],0,wb
303,33,乾陵的小鑽風,陕西咸阳,61.185.40.80,2018-08-08 20:20:42,这个是在为科技退步和资本撤离以及生活品质下降做伏笔。很可能会在不久因为外贸因素智能手机被迫减产甚至停产。星巴克等外资品牌撤资关门，如果年轻人不满后果难料，提前造势。,2,wb
304,33,亦烈-,浙江金华,183.146.21.205,2018-08-08 20:20:29,哈哈哈哈我们本事真大[耶],1,wb
305,33,Hachimitsu頑張,北京,167.220.244.22,2018-08-08 20:17:13,点进去看第一段 国内媒体新浪写的俄罗斯媒体转述的英国金融时报的援引国内的机构数据 这都洗了几遍稿了？现在记者这么好当的吗？带完节奏拍拍屁股走人？,2,wb
306,33,Crystal余三岁,广东广州,112.96.106.41,2018-08-08 20:15:59,呸呸呸,1,wb
307,33,晓晓牧莘,山东济南,119.164.6.152,2018-08-08 20:15:15,哈哈哈哈哈哈哈哈,1,wb
308,33,Hachimitsu頑張,北京,167.220.244.22,2018-08-08 20:14:34,都没人点进去看全文吗 英国媒体写的文章啊[允悲][允悲][允悲],3,wb
309,33,春茶玛奇朵,辽宁沈阳,112.41.66.12,2018-08-08 20:14:12,星巴克何辜 我不买星巴克照样买不起房子 真是活久见 指责年轻人真的是不要脸,1,wb
310,34,H_BIAO,山东青岛,223.81.192.231,2018-08-08 20:13:02,哈哈，锅甩的挺溜,1,wb
311,34,子谦rd,湖北武汉,113.57.245.118,2018-08-08 20:12:12,看评论系列,1,wb
312,34,春茶玛奇朵,辽宁沈阳,112.41.66.12,2018-08-08 20:09:30,星巴克何辜 我不买星巴克照样买不起房子,1,wb
313,34,常可名,山西晋中,118.74.223.22,2018-08-08 19:58:19,什么破事都让年轻人背锅,3,wb
314,34,DrBrightside,北京,117.136.0.156,2018-08-08 19:55:27,跟大牌比起来 星巴克已经不算消费了吧,1,wb
315,34,喵酱仙人,福建福州,110.84.162.84,2018-08-08 19:55:19,卧槽，精辟形象。,1,wb
316,34,_陆加贵_,云南,117.136.72.243,2018-08-08 19:55:18,我们现在年轻人庞大的债务是房贷！,3,wb
317,34,曰字WHITE,浙江,112.17.239.177,2018-08-08 19:53:23,一杯咖啡还是偿的起的，偿不起的是房子和车子[doge],3,wb
318,34,翠微主人in古潭,广东东莞,113.77.33.231,2018-08-08 19:53:18,年轻人：你还要我怎样 要怎样,1,wb
319,34,BabyAshley,北京,210.12.222.214,2018-08-08 19:49:34,喷也喷对地方啊，这篇文章来源是金融时报……又不是国内媒体,0,wb
320,35,就是不雅,吉林白山,111.27.160.216,2018-08-08 19:49:23,谁都是年轻过来的，难道就干脆不要生娃了，这就不会有年轻人了，搞笑,0,pc
321,35,莲_w,山东济南,117.136.92.58,2018-08-08 19:49:03,作者自己会不会写完后就笑破肚皮了，这么大的锅让年轻人来背，心不会痛吗？,3,wb
322,35,zuink,湖北武汉,117.136.81.114,2018-08-08 19:48:05,古人早就云过，窃钩者诛……,0,wb
323,35,HERMIONZI,新疆乌鲁木齐,221.181.53.150,2018-08-08 19:47:52,说的有道理。,0,wb
