,ip,agree,nick,content,usertype,time,page,area
192,31.205.73.115,1,sadasusual,我是刚来的 请问是直接笑吗[嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻],wb,2018-08-09 09:43:35,20,英国英格兰
193,58.42.172.185,2,先思昱,房价这么高不怪 但是怪起年轻人了 厉害厉害,wb,2018-08-09 09:41:08,20,贵州毕节
194,113.70.61.198,0,丶这茶那茶,还真对不起哦[二哈],wb,2018-08-09 09:15:40,20,广东佛山
195,222.85.144.10,0,Super大佩佩,哪个年轻人不靠借贷生活！谁不欠银行上百万房贷！！！不借贷买不起啊！！！怎么不去谴责一下那些让年轻人负债累累失去梦想的恶势力！！！,wb,2018-08-09 09:13:40,20,贵州贵阳
196,58.212.96.199,0,睡一夜就馊星人,哈哈，昨天扬州媒体鼓吹幼儿园“减负”，嘿，真没想到，一大堆家长赞同……果然人和人不一样啊……,wb,2018-08-09 09:10:40,20,江苏南京
197,119.34.206.33,0,李鸡肋,老是写这些无脑文章怕是故意找骂吧,wb,2018-08-09 09:04:20,20,广东广州
198,119.130.120.47,1,SKY-蓝天,还要脸不？,wb,2018-08-09 09:03:44,20,广东广州
199,36.60.129.107,0,Max的旧货店,真是恶心,wb,2018-08-09 09:01:16,20,安徽合肥
200,113.57.247.177,0,Days-Rain雨,好像是FT写的文章，不过数据是中国给的,wb,2018-08-09 08:28:33,22,湖北武汉
201,113.17.178.15,1,福福烧糊了,[二哈][二哈][二哈][二哈]让一让让一让，锅来了我来接了,wb,2018-08-09 08:19:58,22,广西河池
202,122.97.253.2,0,客官今天不接客哟,……年轻人真年轻,wb,2018-08-09 08:18:00,22,江苏无锡
203,119.103.235.175,0,村正叔,神经病,wb,2018-08-09 08:17:49,22,湖北武汉
204,183.199.20.121,0,原来是你啊少天,我就日了喵了个咪的，是我让房价这么高的？,wb,2018-08-09 08:16:58,22,河北保定
205,218.64.175.136,1,S郑斧S,这么水生火热的时候老一辈还不忘去北戴河读个假呢[→_→],pc,2018-08-09 08:12:46,22,江西上饶
206,221.11.61.97,0,LonelyButFreedom,星巴克自拍？喜茶都看不上了，还星巴克呢,wb,2018-08-09 07:59:49,22,陕西西安
207,39.88.111.64,1,释慧舜,中国年轻人真厉害！,wb,2018-08-09 07:56:39,22,山东青岛
208,210.12.222.186,0,lr细腰蚂蚁,作为官微，这么说，好吗？,wb,2018-08-09 07:55:22,22,北京
209,117.136.40.254,1,TreyOTW,原文里还好啊……只是说借贷时需要核查资质避免欠款还不上。没说新一代不应该消费啊。,wb,2018-08-09 07:52:35,22,广东深圳
210,223.104.247.84,4,helloying今天变帅变瘦了麽,论一根小韭菜的自我修养,wb,2018-08-09 07:49:49,23,浙江
211,36.149.169.11,0,下一站預見妳,你过来说，你看我这年轻人打不打死你，我身边的90后，只有一个借过p2p，虽说喜欢去星巴克，喜欢苹果，但是自己赚的钱，自己为什么不能花,wb,2018-08-09 07:44:01,23,江苏连云港
212,222.130.136.234,0,吃芒果小能手么么哒,ojbk,wb,2018-08-09 07:40:02,23,北京
213,180.130.2.95,0,叫我白木好了,还想让我贷款买房噢,wb,2018-08-09 07:37:24,23,云南曲靖
214,223.89.128.52,2,白草堂,年轻人不背锅,wb,2018-08-09 07:27:44,23,河南驻马店
215,49.90.86.218,2,用户6525940293,贷款买房你怎么说？[二哈][二哈],wb,2018-08-09 07:26:04,23,江苏南京
216,59.44.235.75,2,为什么要开网店,我们在高额贷款利息下 能活着就不错了,wb,2018-08-09 07:23:40,23,辽宁铁岭
217,117.136.32.92,0,张儁乂,你家庭杠杆加到几多？,wb,2018-08-09 07:12:42,23,广东广州
218,49.66.22.166,0,用户6618549650,胡说八道,pc,2018-08-09 06:54:49,23,江苏无锡
219,117.136.0.149,0,不一般的杜,别操心了，早睡早起吧,wb,2018-08-09 06:21:10,23,北京
220,221.220.138.231,1,icecream1013,人在家中躺，锅从天上来😂,wb,2018-08-09 06:16:39,24,北京
221,39.68.204.68,0,佐佐木伊之助,？年轻人得罪谁了？@瞄头打爆蛋  @举头三尺有神麟  @v白白的黑子,wb,2018-08-09 06:12:08,24,山东济宁
222,219.232.34.181,2,上善若水9220,不好意思，上次我睡着了，没回复你的信息。祝你在上海一切顺利.下次来北京了，要挤点时间[二哈][笑cry],wb,2018-08-09 06:11:01,24,北京
223,182.149.207.209,0,蝴蝶_喵喵喵,新周刊好刚！,wb,2018-08-09 05:50:26,24,四川成都
224,223.107.205.28,0,Sugarpppppp,emmmm我是那种yolo族，人应该享受人生，即使需要承担风险。就是鼓励人们不怕冒险，想做什么就做什么，享受人生，因为只会活一次。,wb,2018-08-09 05:32:10,24,江苏泰州
225,171.214.210.13,1,你有事吗0,我可真谢谢您了......还是头一回听说这么荒谬的理论,wb,2018-08-09 05:08:40,24,四川成都
226,49.66.119.213,0,hksyf,心情复杂,wb,2018-08-09 03:50:33,24,江苏无锡
227,213.55.184.155,2,郭郭郭ry,哇 什么鬼，滚喔[太开心][太开心][太开心]～,wb,2018-08-09 03:06:53,24,瑞士
228,123.185.207.214,1,脑袋有一个大猫,不经意间  又背锅了？,wb,2018-08-09 02:38:09,24,辽宁大连
229,123.119.206.60,3,熊猫麒,我也下定决心走了…,wb,2018-08-09 02:25:43,24,北京
230,223.78.240.114,3,芝士就是战斗力,不贷款几个年轻人买得起房？[微笑][微笑][微笑],wb,2018-08-09 02:21:44,25,山东潍坊
231,175.190.24.15,1,Jhch2016,顶一个,wb,2018-08-09 02:14:22,25,辽宁大连
232,101.233.159.58,0,爱情公寓字幕组,基本的阅读理解能力都没有[允悲],wb,2018-08-09 02:10:30,25,广东深圳
233,115.183.82.65,0,小愚大王,这段话是《知识大迁移》里的,wb,2018-08-09 02:08:02,25,北京海淀
234,113.228.170.104,0,木頭Ricky,老罗没说,wb,2018-08-09 02:05:18,25,辽宁锦州
235,113.108.136.98,0,小法师罗宁,……,wb,2018-08-09 02:02:57,25,广东广州
236,14.204.0.28,0,一个洋芋粑粑,很多人没有看文章的内容吧？韩国其实出现过这种问题的。,wb,2018-08-09 01:57:11,25,云南昆明
237,106.91.161.25,2,陪都佟满,我有三套房 依旧不开心 [微笑],wb,2018-08-09 01:28:33,25,重庆
238,223.104.146.107,0,闷呻大发财,这哥们给九零后智商丢脸了,wb,2018-08-09 01:11:50,25,江苏南通
239,1.86.246.111,0,缺省,这傻孩子…按其逻辑，在同代人里，他算是基因突变么？,wb,2018-08-09 01:09:09,25,陕西西安
240,113.127.18.80,0,加利福尼亚啊,伤感。,wb,2018-08-09 00:55:37,26,山东济南
241,60.31.74.55,0,青梅煮酒小丸子,老罗也说了，人与人之间最大的不平等是智商的不平等。阅读理解能力差的人大多低智商[哈哈]就像这个土豆压根没看懂教官说的什么意思,wb,2018-08-09 00:54:16,26,内蒙古包头
242,60.31.74.55,0,青梅煮酒小丸子,:老罗也说了，人与人之间最大的不平等是智商的不平等。阅读理解能力差的人大多低智商[哈哈],wb,2018-08-09 00:52:54,26,内蒙古包头
243,114.240.130.206,0,旧巴士,为什么会看乐……,wb,2018-08-09 00:50:33,26,北京
244,221.219.140.73,0,许多年s,哈哈哈哈哈哈哈哈哈,wb,2018-08-09 00:48:50,26,北京
245,111.221.136.34,0,曦和大官人,特别05年开始，每年还有过500万的大学生输出,wb,2018-08-09 00:39:12,26,广东深圳
246,117.136.90.6,1,赵阿泽好好努力,网络暴力真可怕，随便喷的人恐怕都没点开底下的链接。文章指出的放贷款的乱象。,wb,2018-08-09 00:38:56,26,山西
247,1.203.67.4,0,太极神仙鱼,晃点用的好啊，很无厘头！星爷的风格！[坏笑],wb,2018-08-09 00:31:26,26,北京
248,111.19.92.182,0,捡了芝麻13,说好的要振兴消费，我们年轻人赚的少还使劲花信用卡给国家做贡献。,wb,2018-08-09 00:24:40,26,陕西西安
249,73.123.89.134,0,Please_murder_me,你们编辑部还缺人吗？我也想来！,wb,2018-08-09 00:24:39,26,美国康乃狄克州
250,117.176.218.125,0,手机用户3022759765,我们都是老年人了,wb,2018-08-09 00:24:02,27,四川成都
251,117.136.75.96,0,论存高,啊～是本宝宝,wb,2018-08-09 00:16:23,27,福建
252,112.64.68.31,0,苏苏WeirdSue,这我只能评论，反正我的钱自己挣得这些东西我用的问心无愧怎么的吧,wb,2018-08-09 00:12:39,27,上海
253,27.17.183.51,0,Jessi大小姐第二版,一口大黑锅,wb,2018-08-09 00:12:33,27,湖北武汉
254,139.214.246.192,0,_颜十七,我可以理解为买房可耻么？,wb,2018-08-09 00:04:39,27,吉林
255,219.154.183.235,0,木木庄木庄,我只贷款买过房[怒],wb,2018-08-09 00:00:44,27,河南南阳
256,115.196.3.36,0,0鸟鸟0,房贷呢？,wb,2018-08-08 23:55:53,27,浙江杭州
257,180.143.220.224,1,仇未离,买房干嘛？背负着几十万上百万的债就为了一个贷款的房子，一辈子成为房奴，别说星巴克了，连一瓶水都买不起。一辈子都不能享受，都活在房贷的阴影中。可笑，我不结婚不生子，我养好自己和父母就行了,wb,2018-08-08 23:46:58,27,广西南宁
258,123.113.102.16,0,开位master-孔明休假中,别说了，心累[摊手],wb,2018-08-08 23:45:38,27,北京
259,101.244.103.201,0,TroubleIm,？？？,wb,2018-08-08 23:43:03,27,上海徐汇
260,49.74.42.163,0,fossildim,笑死了,wb,2018-08-08 23:35:30,28,江苏南京
261,61.242.59.38,7,尤物少女kiko,我一天到晚，手机十几条信息，中信，浦发，建行，各大银行给我发信息要我开信用卡。现在物价这么高，工资够吃住，还攒钱，攒个十年八年还不够你一个星期楼价涨得快，活在当下就是这么来的，既然都买不起，那还不如旅游喝咖啡[二哈],wb,2018-08-08 23:25:32,28,广东广州
262,117.81.103.135,1,囧囧小宅女,如果不买房又不生孩子，过得不要太潇洒,wb,2018-08-08 23:25:30,28,江苏苏州
263,115.204.159.144,1,zmz5110,写这个文章的人甚至不明白为什么最近p2p暴雷,wb,2018-08-08 23:22:23,28,浙江杭州
264,115.196.142.194,0,黑猫警长是黑的_,又要割韭菜了么[吃瓜],wb,2018-08-08 23:21:45,28,浙江杭州
265,183.248.44.240,0,洢水湖畔的栋哥,具体参考美国垮掉的一代，当初被喷多惨。美国被拖垮了么？,wb,2018-08-08 23:21:41,28,浙江湖州
266,61.158.149.235,1,HarckLord,你们怎么不说，是什么人在借贷给年轻人呢。不就是你们这些长辈吗？,wb,2018-08-08 23:21:07,28,河南开封
267,112.224.67.235,0,丶毒性,我就是00后 我认识的00后是什么样子 我们是学音乐的 基本都开始领工资 我们也在上大学 我们12岁就从父母身边离开 早早独立,wb,2018-08-08 23:20:49,28,山东青岛
268,223.104.97.74,0,红鳉鱼鱼鱼,什么都是他们说的[二哈],wb,2018-08-08 23:17:30,28,贵州
269,219.137.52.79,2,柴狗飞菊,我也是…………每天都想跳楼。然而我妈还说，有什么过不去的？听了更想就地自杀,wb,2018-08-08 22:51:14,28,广东广州
270,175.0.171.117,0,lueluelueeee,拒绝被代表,wb,2018-08-08 22:46:39,29,湖南长沙
271,113.89.238.204,0,你大概是帕金森吧_2333hehe,呱唧呱唧,wb,2018-08-08 22:45:34,29,广东深圳
272,221.177.253.26,0,wmh997,好严肃的笑话,wb,2018-08-08 22:35:01,29,广东广州
273,182.200.77.92,4,一颗甜菜呀Issing,庞大的债务33万亿 买手机可欠不了这么多钱，请问敢说一下你家房款全付清了吗？,wb,2018-08-08 22:32:53,29,辽宁沈阳
274,182.111.70.232,4,股林苍狼,才知道。中国的未来一进校园就完了,wb,2018-08-08 22:30:46,29,江西宜春
275,182.42.76.96,4,岁月静好w5y,你们年轻人不朝气蓬勃，好像傍晚四五点钟的太阳，希望寄托在六七十岁的农夫身上,wb,2018-08-08 22:30:34,29,山东烟台
276,171.223.100.253,1,王小狒的小号,呵呵[微笑]明天就去喝星巴克,wb,2018-08-08 22:29:19,29,四川成都
277,27.187.168.146,0,蘑菇每日三省菇身,我就不买星巴克，不买包，也没时间旅游。[允悲],wb,2018-08-08 22:29:16,29,河北保定
278,117.100.43.101,1,蚊子maluca,年轻人很佛系的回答：你们中老年人说什么都对！你们高兴就好[允悲],wb,2018-08-08 22:26:59,29,北京
279,123.14.154.134,1,Linjar陈大头,不是因为房贷？,wb,2018-08-08 22:23:21,29,河南郑州
280,123.139.100.97,0,古风陈韵,呵呵呵……还没到年龄吧！,wb,2018-08-08 21:35:22,31,陕西西安
281,119.178.60.160,1,梅婼千然,让你自己挖坑自己跳，挖的越深埋的越瓷实[吃瓜],wb,2018-08-08 21:33:24,31,山东聊城
282,223.104.210.148,0,S阿洁编不出来瞎话,哈哈哈哈哈哈哈,wb,2018-08-08 21:33:23,31,上海
283,111.145.13.9,1,心在飞翔的家,不把学校社保医疗绑在房子上，房子还有多大的价值呢？,wb,2018-08-08 21:32:35,31,福建福州
284,112.17.238.124,0,温州大甜心_,Emmmm其实 中年人也在借贷,wb,2018-08-08 21:28:36,31,浙江
285,221.15.250.125,0,旺旺旺甜甜,我们这届年轻人真的好倒霉,wb,2018-08-08 21:26:19,31,河南郑州
286,117.87.73.51,0,St亓_还得再咸个一年_曜零,我甚至不知道举报时选不实信息还是人身攻击[并不简单][并不简单][并不简单][并不简单][并不简单],wb,2018-08-08 21:22:44,31,江苏徐州
287,218.17.111.90,2,天空与风先生,你问问我们这样借贷的人渣是不是不用生二胎,wb,2018-08-08 21:22:07,31,广东深圳
288,223.96.152.34,3,聂公子_,刚才的热评第一直接被销号了？[衰],wb,2018-08-08 21:21:52,31,山东泰安
289,116.87.210.96,0,奕瑾好想养只喵,真的！好大一口锅[喵喵],wb,2018-08-08 21:19:59,31,新加坡
290,125.44.64.77,0,霹雳狂刀01,我算中年人了，这锅不用背[中国赞],wb,2018-08-08 21:18:40,32,河南漯河
291,113.200.107.83,1,JK_米,买不起房这不多的钱留着还不能让人改善一下生活了[允悲],wb,2018-08-08 21:18:23,32,陕西西安
292,1.71.65.139,0,山谷里g,我也有房贷，好难为情啊[偷笑],wb,2018-08-08 21:03:23,32,山西太原
293,61.158.149.152,16,稳住-莫慌,对不起,wb,2018-08-08 20:58:56,32,河南开封
294,104.231.148.223,3,猫亲近的人,地方债才是真的活在当下的最大问题,wb,2018-08-08 20:53:56,32,美国俄亥俄州
295,183.40.224.47,1,符力上,在年轻人找到原因前先打一顿，打乖咯,wb,2018-08-08 20:50:06,32,广东广州
296,124.229.47.249,3,好好透虚的Tesla,韭菜不好好伸脖子就是错[doge],wb,2018-08-08 20:49:32,32,湖南岳阳
297,183.200.186.130,0,一只辣鸡求转运,大声bb,wb,2018-08-08 20:48:07,32,山西大同
298,118.250.174.85,0,老古珉,值得商榷！,wb,2018-08-08 20:47:01,32,湖南长沙
299,182.97.221.134,1,王语嫣同款,年轻时确实应该借贷花钱。,wb,2018-08-08 20:47:00,32,江西南昌
300,43.242.180.53,0,st小蕾,脸呢,wb,2018-08-08 20:35:27,33,青海
301,49.95.190.117,3,骨GuHRui灰,还行吧，当年我们80后还被称为最废物的一代。那可真的无奈。,wb,2018-08-08 20:35:22,33,江苏徐州
302,114.252.79.229,0,IndigoMRZ,呵呵哒[微笑][微笑][微笑],wb,2018-08-08 20:22:32,33,北京
303,61.185.40.80,2,乾陵的小鑽風,这个是在为科技退步和资本撤离以及生活品质下降做伏笔。很可能会在不久因为外贸因素智能手机被迫减产甚至停产。星巴克等外资品牌撤资关门，如果年轻人不满后果难料，提前造势。,wb,2018-08-08 20:20:42,33,陕西咸阳
304,183.146.21.205,1,亦烈-,哈哈哈哈我们本事真大[耶],wb,2018-08-08 20:20:29,33,浙江金华
305,167.220.244.22,2,Hachimitsu頑張,点进去看第一段 国内媒体新浪写的俄罗斯媒体转述的英国金融时报的援引国内的机构数据 这都洗了几遍稿了？现在记者这么好当的吗？带完节奏拍拍屁股走人？,wb,2018-08-08 20:17:13,33,北京
306,112.96.106.41,1,Crystal余三岁,呸呸呸,wb,2018-08-08 20:15:59,33,广东广州
307,119.164.6.152,1,晓晓牧莘,哈哈哈哈哈哈哈哈,wb,2018-08-08 20:15:15,33,山东济南
308,167.220.244.22,3,Hachimitsu頑張,都没人点进去看全文吗 英国媒体写的文章啊[允悲][允悲][允悲],wb,2018-08-08 20:14:34,33,北京
309,112.41.66.12,1,春茶玛奇朵,星巴克何辜 我不买星巴克照样买不起房子 真是活久见 指责年轻人真的是不要脸,wb,2018-08-08 20:14:12,33,辽宁沈阳
310,223.81.192.231,1,H_BIAO,哈哈，锅甩的挺溜,wb,2018-08-08 20:13:02,34,山东青岛
311,113.57.245.118,1,子谦rd,看评论系列,wb,2018-08-08 20:12:12,34,湖北武汉
312,112.41.66.12,1,春茶玛奇朵,星巴克何辜 我不买星巴克照样买不起房子,wb,2018-08-08 20:09:30,34,辽宁沈阳
313,118.74.223.22,3,常可名,什么破事都让年轻人背锅,wb,2018-08-08 19:58:19,34,山西晋中
314,117.136.0.156,1,DrBrightside,跟大牌比起来 星巴克已经不算消费了吧,wb,2018-08-08 19:55:27,34,北京
315,110.84.162.84,1,喵酱仙人,卧槽，精辟形象。,wb,2018-08-08 19:55:19,34,福建福州
316,117.136.72.243,3,_陆加贵_,我们现在年轻人庞大的债务是房贷！,wb,2018-08-08 19:55:18,34,云南
317,112.17.239.177,3,曰字WHITE,一杯咖啡还是偿的起的，偿不起的是房子和车子[doge],wb,2018-08-08 19:53:23,34,浙江
318,113.77.33.231,1,翠微主人in古潭,年轻人：你还要我怎样 要怎样,wb,2018-08-08 19:53:18,34,广东东莞
319,210.12.222.214,0,BabyAshley,喷也喷对地方啊，这篇文章来源是金融时报……又不是国内媒体,wb,2018-08-08 19:49:34,34,北京
320,111.27.160.216,0,就是不雅,谁都是年轻过来的，难道就干脆不要生娃了，这就不会有年轻人了，搞笑,pc,2018-08-08 19:49:23,35,吉林白山
321,117.136.92.58,3,莲_w,作者自己会不会写完后就笑破肚皮了，这么大的锅让年轻人来背，心不会痛吗？,wb,2018-08-08 19:49:03,35,山东济南
322,117.136.81.114,0,zuink,古人早就云过，窃钩者诛……,wb,2018-08-08 19:48:05,35,湖北武汉
323,221.181.53.150,0,HERMIONZI,说的有道理。,wb,2018-08-08 19:47:52,35,新疆乌鲁木齐
